category,image_id,q_id,q_type,question,ground_truth,model,full_response,extracted_ans,correct,response_time
human_behaviour,b1ca2e5d-84cf9134.jpg,HB_01,yes/no,Is there a person visible near the roadway in this scene?,yes,smolvlm,Yes,yes,True,0.8
human_behaviour,b1ca2e5d-84cf9134.jpg,HB_02,yes/no,Are there multiple people visible in this scene?,yes,smolvlm,Yes,yes,True,0.46
human_behaviour,b1ca2e5d-84cf9134.jpg,HB_03,yes/no,Are there more than five people visible in this scene?,yes,smolvlm,Yes,yes,True,0.44
human_behaviour,b1ca2e5d-84cf9134.jpg,HB_04,yes/no,Is there a cyclist or rider visible in this scene?,no,smolvlm,No,no,True,0.44
human_behaviour,b1ca2e5d-84cf9134.jpg,HB_05,yes/no,Are both pedestrians and vehicles present in this scene?,yes,smolvlm,Yes,yes,True,0.44
human_behaviour,b1ca2e5d-84cf9134.jpg,HB_06,yes/no,Is this a nighttime scene with pedestrians present?,yes,smolvlm,Yes,yes,True,0.45
human_behaviour,b1ca2e5d-84cf9134.jpg,HB_07,yes/no,Are there pedestrians present in adverse weather conditions?,no,smolvlm,No,no,True,0.44
human_behaviour,b1ca2e5d-84cf9134.jpg,HB_08,yes/no,Is there a bus or truck in the same scene as pedestrians?,no,smolvlm,Yes,yes,False,0.44
human_behaviour,b1ca2e5d-84cf9134.jpg,HB_09,yes/no,Are there any pedestrians present on a highway scene?,no,smolvlm,No,no,True,0.44
human_behaviour,b1ca2e5d-84cf9134.jpg,HB_10,yes/no,Is this an urban scene with pedestrian activity?,yes,smolvlm,Yes,yes,True,0.44
human_behaviour,b1cd1e94-549d0bfe.jpg,HB_01,yes/no,Is there a person visible near the roadway in this scene?,yes,smolvlm,Yes,yes,True,0.44
human_behaviour,b1cd1e94-549d0bfe.jpg,HB_02,yes/no,Are there multiple people visible in this scene?,no,smolvlm,Yes,yes,False,0.44
human_behaviour,b1cd1e94-549d0bfe.jpg,HB_03,yes/no,Are there more than five people visible in this scene?,no,smolvlm,Yes,yes,False,0.44
human_behaviour,b1cd1e94-549d0bfe.jpg,HB_04,yes/no,Is there a cyclist or rider visible in this scene?,no,smolvlm,No,no,True,0.44
human_behaviour,b1cd1e94-549d0bfe.jpg,HB_05,yes/no,Are both pedestrians and vehicles present in this scene?,yes,smolvlm,Yes,yes,True,0.44
human_behaviour,b1cd1e94-549d0bfe.jpg,HB_06,yes/no,Is this a nighttime scene with pedestrians present?,no,smolvlm,Yes,yes,False,0.44
human_behaviour,b1cd1e94-549d0bfe.jpg,HB_07,yes/no,Are there pedestrians present in adverse weather conditions?,no,smolvlm,No,no,True,0.44
human_behaviour,b1cd1e94-549d0bfe.jpg,HB_08,yes/no,Is there a bus or truck in the same scene as pedestrians?,yes,smolvlm,Yes,yes,True,0.44
