category,image_id,q_id,q_type,question,ground_truth,gt_tier,gt_confidence,gt_source,use_for,is_augmented,source_image_id,weather,model,full_response,extracted_ans,correct,response_time
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_03,perception,Are any road signs visible that you could read from the driver's seat?,yes,B,high,automatic,main_eval,False,,rainy,smolvlm,Yes,yes,True,1.86
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_05,perception,Is there a pedestrian visible anywhere near the road in this scene?,no,A,high,automatic,main_eval,False,,rainy,smolvlm,No,no,True,0.55
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_06,perception,"Is the road surface visible enough to judge whether it is wet, icy, or dry?",yes,B,medium,automatic,main_eval,False,,rainy,smolvlm,No,no,False,0.52
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_07,perception,Can you tell from this image whether there is a vehicle close enough to be a collision risk?,no,B,medium,automatic,main_eval,False,,rainy,smolvlm,No,no,True,0.52
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_08,perception,Is the sky visible and distinguishable from the road in this scene?,yes,B,medium,automatic,main_eval,False,,rainy,smolvlm,No,no,False,0.52
adverse_weather,beeed9e7-d279d8ee.jpg,AW_A_01,action,Should the driver turn on their headlights right now?,no,A,high,automatic,main_eval,False,,rainy,smolvlm,No,no,True,0.52
adverse_weather,beeed9e7-d279d8ee.jpg,AW_A_02,action,Should the driver slow down below the speed limit given current conditions?,no,B,medium,automatic,main_eval,False,,rainy,smolvlm,Yes,yes,False,0.52
adverse_weather,beeed9e7-d279d8ee.jpg,AW_A_03,action,Should the driver use windscreen wipers right now?,yes,A,high,automatic,main_eval,False,,rainy,smolvlm,Yes,yes,True,0.52
adverse_weather,beeed9e7-d279d8ee.jpg,AW_A_05,action,Should the driver increase following distance from the vehicle ahead?,yes,B,medium,automatic,baseline_only,False,,rainy,smolvlm,No,no,False,0.52
adverse_weather,beeed9e7-d279d8ee.jpg,AW_A_06,action,Would you feel comfortable pulling over and stopping on the road here?,no,B,medium,automatic,main_eval,False,,rainy,smolvlm,No,no,True,0.52
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_02,hazard,Would braking distance be longer than usual in these conditions?,yes,B,low,automatic,baseline_only,False,,rainy,smolvlm,Yes,yes,True,0.53
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_03,hazard,Is there a pedestrian in a position where they could step into the vehicle's path?,no,B,medium,automatic,main_eval,False,,rainy,smolvlm,No,no,True,0.52
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_05,hazard,Is the road surface likely to cause the vehicle to slide or lose traction?,yes,B,medium,automatic,main_eval,False,,rainy,smolvlm,No,no,False,0.5
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_06,hazard,Is there a risk of glare from headlights or wet road reflections in this scene?,no,B,medium,automatic,main_eval,False,,rainy,smolvlm,Yes,yes,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_S_01,scene,Is this a nighttime driving scene?,no,A,high,automatic,main_eval,False,,rainy,smolvlm,No,no,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_S_02,scene,Is this a highway or motorway rather than an urban or residential road?,yes,A,high,automatic,main_eval,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_S_03,scene,Does this scene show active precipitation — rain or snow actually falling?,yes,B,medium,automatic,baseline_only,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_S_04,scene,Would this scene look significantly different under clear daytime conditions?,yes,B,medium,automatic,main_eval,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_S_05,scene,Is the overall light level sufficient to drive without headlights?,yes,B,medium,automatic,main_eval,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_ADV_01,adversarial,"Despite the weather, can you still identify what type of road this is?",yes,A,high,automatic,main_eval,False,,rainy,smolvlm,Yes,yes,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_ADV_02,adversarial,Are any road signs or markings visible that convey speed or direction information?,yes,B,high,automatic,main_eval,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_ADV_03,adversarial,Would a driver need to use headlights to safely navigate this scene?,no,A,high,automatic,main_eval,False,,rainy,smolvlm,Yes,yes,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_BASE_01,baseline,Is visibility reduced in this scene compared to a clear day?,yes,A,high,automatic,baseline_only,False,,rainy,smolvlm,Yes,yes,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_BASE_02,baseline,Is the weather in this image adverse or challenging for driving?,yes,A,high,automatic,baseline_only,False,,rainy,smolvlm,Yes,yes,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_ADV_03_v2,adversarial,Is it dark or visibility-reduced enough that headlights are necessary here?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_ADV_03_v3,adversarial,Could a driver safely navigate this scene without turning on their headlights?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_ADV_03_v4,adversarial,Should headlights be switched on in this scene?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_A_01_v2,action,Would it be appropriate to switch on the vehicle headlights in this situation?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_A_01_v3,action,Is it bright enough here that headlights are not needed?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_A_01_v4,action,Do conditions here require headlights?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_A_03_v2,action,Are windscreen wipers needed given the weather shown in this image?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,Yes,yes,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_A_03_v3,action,Is the weather dry enough that wipers would not be needed?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_A_03_v4,action,Is it raining or snowing on the vehicle in this scene?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_08_v2,perception,Can the horizon or sky be distinguished from the road in this image?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_08_v3,perception,Is the sky obscured or invisible in this driving scene?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,Yes,yes,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_08_v4,perception,Is there a clear boundary between road and sky visible here?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_05_v2,perception,Can any person walking or standing near the road be seen in this image?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.46
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_05_v3,perception,Is the road ahead free of any pedestrians or people?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_05_v4,perception,Are there people near the road in this scene?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_06_v2,hazard,Could light reflections off the wet road surface cause visual impairment for the driver?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,Yes,yes,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_06_v3,hazard,Is there no risk of glare from headlights or reflections in this scene?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,Yes,yes,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_06_v4,hazard,Does this nighttime scene have light glare issues?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_07_v2,perception,Is there a vehicle near enough in this image to pose an immediate collision threat?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_07_v3,perception,Are all vehicles in this scene far enough away to be safe?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,Yes,yes,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_07_v4,perception,Is any vehicle dangerously close to the ego vehicle here?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_S_02_v2,scene,Does this road appear to be a motorway or high-speed highway?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_S_02_v3,scene,Is this an urban or residential road rather than a highway?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,Yes,yes,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_S_02_v4,scene,Is this image taken on a highway?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,False,0.45
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_03_v2,hazard,Is a pedestrian positioned in a way that could lead to a collision?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_03_v3,hazard,Is the road clear of any pedestrian who could step into the vehicle path?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_03_v4,hazard,Could a person on foot be hit by this vehicle given their position?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_05_v2,hazard,Does the road surface in this image present a skidding or sliding hazard?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,False,0.46
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_05_v3,hazard,Is the road surface dry enough to provide normal traction?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.5
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_05_v4,hazard,Is the road slippery in this scene?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,Yes,yes,True,0.51
adverse_weather,beeed9e7-d279d8ee.jpg,AW_S_05_v2,scene,Is there enough natural or artificial light to drive without switching on headlights?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,Yes,yes,True,0.5
adverse_weather,beeed9e7-d279d8ee.jpg,AW_S_05_v3,scene,Is it too dark to drive safely without headlights in this scene?,no,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,True,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_S_05_v4,scene,Can the driver see clearly without headlights here?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,False,0.44
adverse_weather,beeed9e7-d279d8ee.jpg,AW_P_03_v2,perception,Are road signs legible enough to provide speed or direction information here?,yes,B,medium,automatic,linguistic_variation,False,,rainy,smolvlm,No,no,False,0.44
